ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_nde24
2023,11,18823,1,0055,1,1,202211188231005512,1,2,7,1,2, ,1,31,2,1,17,2,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,11, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,1,1,2,2,13,9,4, , , , , , , , , , , , ,1,1258.13291599515
2023,11,28042,1,0050,1,1,202208280421005011,1,1,1,1,2, ,1,59,1,1,22,8,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,9,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,733.206358522311
2023,11,17538,1,0047,1,1,202208175381004712,1,1,1,1,2, ,2,31,1,1,25,3,1992,1, , , , , , , , , , , , , , , ,9112,5629,3,5,1, ,4,200,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1370,60, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1,1370,260, , , , , , ,171,1630,1630,1801,1,376.782926070188
2023,11,2399102,1,0022,1,1,20220823991021002211,1,1,1,1,2, ,2,34,1,1,31,8,1989,1, , , , , , , , , , , , , , , ,3322,2511,3,5,1, ,1,15,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,3,600, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1200, , , , , , , ,100,1200,1200,1300,1,716.679271415959
2023,11,18989,1,0060,1,1,202311189891006011,1,1,1,1,2, ,1,41,1,1,14,8,1982,1, , , , , , , , , , , , , , , ,9629,9000,2, ,3,2,1,2,0,6,6,6,6,6,6,36, ,36,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1, , ,1931, , , , , , ,1931,1931,1931,1,1733.83733431621
2023,11,18989,1,0060,1,1,202311189891006012,1,2,2,1,2, ,2,35,2,2,30,8,1988,1, , , , , , , , , , , , , , , ,7221,2511,4, ,2,2,1,2,0,4,4,4,4,4,4,24, ,24,1, ,1,1,1, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1, , , , , , , , , , , , ,1,1658.33619519561
2023,11,18989,1,0060,1,1,202311189891006013,1,3,3,1,2, ,1,16,3,3,14,11,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1540.06743930248
2023,11,2091402,1,0012,1,1,20231120914021001211,1,1,1,1,2, ,1,30,1,1,20,3,1993,1, , , , , , , , , , , , , , , ,3422,8541,3,5,2,2,1,10,0,0,3,0,3,0,0,6,18,24,1, ,1,1,1,2,4,560, , , , , ,1400, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,1,560, , , , ,1400, , , ,1960,560,1960,1,1119.4647494159
2023,11,2091402,1,0012,1,1,20231120914021001212,1,2,7,1,2, ,1,29,2,2,11,4,1994,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,11,11,11,11,11,11,11,77, ,77,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,1, , ,1060, , , , , , ,1060,1060,1060,1,1119.4647494159
2023,11,25033,1,0008,1,1,202308250331000811,1,1,1,1,2, ,2,73,1,1,4,1,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,539.838601144756
2023,11,25033,1,0008,1,1,202308250331000812,1,2,2,1,2, ,1,85,2,1,4,1,1938,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,5,3, ,1,2,1,1,1,2,10,5,4, , , , , , , , , , , , ,1,574.058732829917
2023,11,25033,1,0008,2,1,202308250331000821,1,1,1,1,2, ,1,53,1,1,4,12,1969,1, , , , , , , , , , , , , , , ,7111,4100,3,5,3,2,1,5,0,8,8,8,8,8,6,46, ,46,1, ,2, ,2,2,2,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2598, , , , , , , , ,2598,2598,2598,1,574.058732829917
2023,11,25033,1,0008,2,1,202308250331000822,1,2,2,1,2, ,2,47,2,2,27,11,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,539.838601144756
2023,11,25033,1,0008,2,1,202308250331000823,1,3,3,1,2, ,2,16,3,3,11,5,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,690.186100503101
2023,11,25033,1,0008,3,1,202308250331000831,1,1,1,1,2, ,1,37,1,1,31,7,1986,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,1000,0,7,6,8,7,4,0,32,4,36,1, ,2, ,2,2,4,2000, , , , , ,100, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2000, , , , ,100, , ,92,2100,2000,2192,1,711.864764237687
2023,11,25033,1,0008,3,1,202311250331000832,1,2,2,1,2, ,2,34,2,2,15,9,1989,1, , , , , , , , , , , , , , , ,2634,8610,3,2, , ,5,1000,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000, , , , , , , ,133,3000,3000,3133,1,680.866123514013
2023,11,2966802,1,0043,1,1,20220829668021004311,1,1,1,1,2, ,2,36,1,1,18,6,1987,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,2,8,12,12,12,12,12,12,80, ,80,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,740,150, , , , , ,890,890,890,1,670.024855146344
2023,11,2966802,1,0043,1,1,20220829668021004312,1,2,2,1,2, ,1,38,2,1,20,3,1985,1, , , , , , , , , , , , , , , ,7111,4100,3,5,3,2,1,7,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,600, , , , , , , , ,600,600,600,1,700.529911931101
2023,11,2966802,1,0043,1,1,20220829668021004313,1,3,3,1,2, ,1,15,3,3,28,4,2008,1, , , , , , , , , , , , , , , ,5223,4711,4, ,3,2,1,2,0,1,1,1,1,1,0,5, , ,1, ,2, , , , , , , , , , , , ,2,4,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,622.240210352838
2023,11,17328,1,0016,1,1,202311173281001611,1,1,1,1,2, ,1,53,1,1,30,10,1970,1, , , , , , , , , , , , , , , ,8331,4921,1, ,3,2,1,2,3,6,6,6,0,0,0,21, ,30,2,30,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,2200, , , , , , ,2200,2200,2200,1,278.276479677836
2023,11,17328,1,0016,1,1,202311173281001612,1,2,2,1,2, ,2,50,2,2,22,10,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,261.688180894339
2023,11,17328,1,0016,1,1,202311173281001613,1,3,3,1,2, ,2,21,3,3,1,3,2002,1, , , , , , , , , , , , , , , ,8153,1410,3,5,2,2,1,4,0,10,10,10,0,0,4,34, ,34,1, ,1,1,1,2,2,120, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,1,1,520, , , , , , , , ,520,520,520,1,334.569526403287
2023,11,17328,1,0016,1,1,202311173281001614,1,4,3,1,2, ,2,19,4,4,14,4,2004,1, , , , , , , , , , , , , , , ,5120,5610,2, ,3,2,1,1,0,10,10,10,10,10,0,50, ,50,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,889,260, , , , , ,1149,1149,1149,1,334.569526403287
2023,11,17328,1,0016,1,1,202311173281001615,1,5,3,1,2, ,1,14,5,5,10,4,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,306.513112502386
2023,11,4756102,1,0066,1,1,20231147561021006611,1,1,1,1,2, ,1,34,1,1,2,12,1988,1, , , , , , , , , , , , , , , ,5212,4530,3,5,1, ,1,3,0,10,10,10,10,10,10,60, ,60,1, ,1,2,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1,2000, , , , , , , , ,2000,2000,2000,1,729.218920393901
2023,11,4756102,1,0066,1,1,20231147561021006612,1,2,2,1,2, ,2,34,2,2,9,7,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,8,2, , , , , , , , , , , , ,1,697.464581005573
2023,11,21463,1,0083,1,1,202311214631008311,1,1,1,1,2, ,2,33,1,1,22,5,1990,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,11,11,11,11,11,11,66, ,66,1, ,2, ,2,2,4,1200,90, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1200,390, , , , , , , ,1590,1590,1590,1,816.26563576833
2023,11,21463,1,0083,1,1,202311214631008312,1,2,3,1,2, ,2,15,2,2,9,8,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,827.439017259365
2023,11,19155,1,0136,1,1,202208191551013611,1,1,1,1,2, ,1,51,1,1,29,11,1971,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,5,5,5,5,5,0,25, ,25,1, ,1,1,1,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,1,2500, , , , , , , ,92,2500,2500,2592,1,877.279499070686
2023,11,19155,1,0136,1,1,202208191551013612,1,2,2,1,2, ,2,54,2,2,29,3,1969,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,0,5,5,5,5,5,0,25, ,25,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,779,217, , , , , ,996,996,996,1,824.984118361295
2023,11,19155,1,0136,1,1,202208191551013613,1,3,3,1,2, ,2,26,3,3,12,2,1997,1, , , , , , , , , , , , , , , ,3119,7110,3,5,2,2,1,10,0,8,8,8,8,8,8,48, ,56,2,56,2, ,2,2,4,1350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,2,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,7,1,1350, , , , , , , , ,1350,1350,1350,1,1040.50310118276
2023,11,19155,1,0136,1,1,202208191551013614,1,4,3,1,2, ,2,25,4,4,5,9,1998,1, , , , , , , , , , , , , , , ,3111,8411,3,2, , ,5,9998,8,9,9,9,9,9,0,53, ,53,1, ,2, ,2,2,4,1400, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,7,1,1400, , , , , , , , ,1400,1400,1400,1,1040.50310118276
2023,11,19155,1,0136,1,1,202208191551013615,1,5,3,1,2, ,1,20,5,5,1,6,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,966.296792693354
2023,11,27711,1,0008,1,1,202311277111000811,1,1,1,1,2, ,1,90,1,1,9,4,1933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,1044.06932006343
2023,11,27711,1,0008,1,1,202311277111000812,1,2,3,1,2, ,1,23,2,2,7,7,2000,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,8,12,12,12,12,12,12,80, ,80,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , ,1200, , , , , , ,1200,1200,1200,1,1150.01072793282
2023,11,2389702,1,0038,1,1,20230823897021003811,1,1,1,1,2, ,2,47,1,1,22,5,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1029.41094044949
2023,11,2389702,1,0038,1,1,20230823897021003812,1,2,3,1,2, ,1,15,2,2,22,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1205.7401687873
2023,11,25667,1,0180,1,1,202208256671018011,1,1,1,1,2, ,2,79,1,1,20,8,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,624.688482636216
2023,11,4677701,1,0003,1,1,20230846777011000311,1,1,1,1,2, ,1,43,1,1,4,1,1980,1, , , , , , , , , , , , , , , ,7111,4100,1, ,3,2,1,6,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,2283, , , , , , ,2283,2283,2283,1,318.056669773583
2023,11,4677701,1,0003,1,1,20230846777011000312,1,2,2,1,2, ,2,43,2,2,16,8,1980,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,2,9,9,9,9,9,9,9,63, ,63,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,57, , , , , , ,57,57,57,1,304.206673353775
2023,11,4677701,1,0003,1,1,20230846777011000313,1,3,3,1,2, ,1,17,3,3,4,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,282.511347100768
2023,11,17328,1,0014,1,1,202311173281001411,1,1,1,1,2, ,1,55,1,1,27,3,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,278.276479677836
2023,11,17328,1,0014,1,1,202311173281001412,1,2,2,1,2, ,2,52,2,2,1,1,1971,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,0,0,0,0,3,3,0,6, ,6,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , ,256,20, , , , , ,276,276,276,1,261.688180894339
2023,11,17328,1,0014,1,1,202311173281001413,1,3,3,1,2, ,1,23,3,3,12,5,2000,1, , , , , , , , , , , , , , , ,212,8422,3,1, , ,5, ,0,8,8,8,8,8,12,52, ,52,1, ,2, ,2,2,4,2500,30, , , , , , , , , , , , , ,2,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,2500,900, , , , , , ,50,3400,3400,3450,1,306.513112502386
2023,11,17328,1,0014,1,1,202311173281001414,1,4,3,1,2, ,1,17,4,4,29,1,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,306.513112502386
2023,11,21637,1,0061,1,1,202311216371006111,1,1,1,1,2, ,1,72,1,1,20,3,1951,1, , , , , , , , , , , , , , , ,2142,7110,2, ,2,2,1,1,0,3,3,3,3,3,2,17, ,17,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,1200, , , , , , ,1200,1200,1200,1,817.718494761896
2023,11,21637,1,0061,1,1,202311216371006112,1,2,2,1,2, ,2,60,2,2,4,7,1963,1, , , , , , , , , , , , , , , ,4417,4100,3,5,1, ,1,3,0,4,4,4,4,4,4,24, ,24,1, ,1,1,1,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , , ,1025,1025,1025,1,768.973596423359
2023,11,21637,1,0061,1,1,202311216371006113,1,3,3,1,2, ,1,27,3,3,3,9,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1014.01642409809
2023,11,25970,1,0016,1,1,202311259701001611,1,1,1,1,2, ,1,45,1,1,15,6,1978,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,9112,8121,2, ,3,2,1,1,0,3,3,3,3,3,3,18, ,18,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , ,600, , , , , , ,600,600,600,1,804.894908539947
2023,11,47073,1,0142,1,1,202211470731014211,1,1,1,1,2, ,2,43,1,1,26,12,1979,1, , , , , , , , , , , , , , , ,5211,4649,2, ,2,2,1,1,6,6,6,10,10,10,10,58, ,58,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,1187, , , , , , ,1187,1187,1187,1,1053.82616370575
2023,11,47073,1,0142,1,1,202211470731014212,1,2,3,1,2, ,2,26,2,2,7,12,1996,1, , , , , , , , , , , , , , , ,2221,8620,3,5,1, ,2,50,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2,4,1400, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1400, , , , , , , , ,1400,1400,1400,1,1053.82616370575
2023,11,17887,1,0086,1,1,202311178871008611,1,1,1,1,2, ,2,61,1,1,30,11,1961,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,5,5,6,6,5,6,5,38, ,38,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1380, , , , , , ,1380,1380,1380,1,271.39045813187
2023,11,17887,1,0086,1,1,202311178871008612,1,2,3,1,2, ,1,34,2,2,26,10,1989,1, , , , , , , , , , , , , , , ,4416,9000,3,5,2,1,2,25,7,0,2,2,3,7,8,29,3,32,1, ,1,1,1,2,4,1200,20, , , , ,130, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1200,87, , , ,130, , , ,1417,1287,1417,1,357.87234200134
2023,11,17887,1,0086,1,1,202311178871008613,1,4,3,1,2, ,2,28,4,4,19,1,1995,1, , , , , , , , , , , , , , , ,4311,3315,3,5,1, ,1,10,0,8,8,8,8,8,0,40, ,46,2,46,2, ,2,2,3,750, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1500, , , , , , , ,84,1500,1500,1584,1,342.288544752268
2023,11,17887,1,0086,1,1,202311178871008616,1,3,3,1,2, ,1,26,3,3,23,1,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,1,10,9,4, , , , , , , , , , , , ,1,357.87234200134
2023,11,24694,1,0051,1,1,202208246941005111,1,1,1,1,2, ,1,87,1,1,3,10,1936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,3,1, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,763.34571665954
