Nro.;Fecha de trámite;Órgano;Sede;Departamento;Provincia;Distrito;Tipo de trámite;Edad;Sexo
186475;9/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;0;MASCULINO
186481;9/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Torres Causana;Renovación y Rectificación;9;FEMENINO
186503;10/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Alto Tapiche;Inscripción por primera vez;1;MASCULINO
186510;10/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;37;FEMENINO
186512;10/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;0;FEMENINO
186553;12/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
186555;12/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Alto Tapiche;Inscripción por primera vez;0;FEMENINO
186557;12/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
186558;12/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;MASCULINO
186560;12/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;FEMENINO
186561;12/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;0;FEMENINO
186581;13/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;28;FEMENINO
186582;13/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;34;FEMENINO
186583;13/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Alto Tapiche;Inscripción por primera vez;0;MASCULINO
186588;13/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;33;FEMENINO
186599;15/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Tigre;Inscripción por primera vez;0;MASCULINO
186600;15/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;31;FEMENINO
186602;15/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;17;FEMENINO
186604;15/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;15;FEMENINO
186606;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;1;FEMENINO
186612;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;27;MASCULINO
186613;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;26;FEMENINO
186614;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;1;FEMENINO
186615;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;0;FEMENINO
186616;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;28;FEMENINO
186617;16/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;2;MASCULINO
186623;17/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Parinari;Inscripción por primera vez;0;FEMENINO
186627;17/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;16;FEMENINO
186629;17/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;39;FEMENINO
186630;17/11/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Yaquerana;Inscripción por primera vez;16;FEMENINO
186631;17/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;0;MASCULINO
186651;18/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;26;MASCULINO
186653;18/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;27;MASCULINO
186656;18/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;45;FEMENINO
186657;18/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Punchana;Renovación y Rectificación;16;MASCULINO
186660;19/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;44;MASCULINO
186661;19/11/2021;DRIAS;Drias - Lima;Lima;Cañete;Calango;Inscripción por primera vez;33;MASCULINO
186669;19/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;0;FEMENINO
186671;19/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;0;FEMENINO
186672;19/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;1;MASCULINO
186677;19/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Punchana;Renovación y Rectificación;30;MASCULINO
186678;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Yaguas;Renovación y Rectificación;24;FEMENINO
186685;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;0;MASCULINO
186686;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;1;MASCULINO
186687;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;1;MASCULINO
186691;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;17;MASCULINO
186692;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;18;MASCULINO
186694;20/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;17;FEMENINO
186696;21/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;0;MASCULINO
186697;21/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;0;MASCULINO
186706;21/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;0;FEMENINO
186710;21/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Renovación y Rectificación;17;MASCULINO
186711;21/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;16;FEMENINO
186712;21/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Indiana;Inscripción por primera vez;1;FEMENINO
186717;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Parinari;Inscripción por primera vez;0;MASCULINO
186719;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Parinari;Inscripción por primera vez;0;MASCULINO
186722;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Nauta;Inscripción por primera vez;0;MASCULINO
186724;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Parinari;Inscripción por primera vez;0;MASCULINO
186732;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;0;MASCULINO
186734;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Ramón Castilla;Renovación y Rectificación;24;MASCULINO
186736;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;0;MASCULINO
186737;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Renovación y Rectificación;10;MASCULINO
186738;22/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Ramón Castilla;Renovación y Rectificación;44;MASCULINO
186739;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Nauta;Renovación y Rectificación;2;MASCULINO
186740;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Parinari;Inscripción por primera vez;0;MASCULINO
186742;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Nauta;Renovación y Rectificación;0;MASCULINO
186755;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;0;MASCULINO
186757;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;0;FEMENINO
186759;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Renovación y Rectificación;5;FEMENINO
186760;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;30;FEMENINO
186761;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;FEMENINO
186762;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;16;FEMENINO
186763;23/11/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Inscripción por primera vez;21;MASCULINO
186784;24/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;FEMENINO
186786;24/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;17;FEMENINO
186787;24/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;MASCULINO
186788;24/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;45;MASCULINO
186789;24/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;15;FEMENINO
186793;25/11/2021;DRIAS;Drias - Lima;Lima;Yauyos;Lincha;Inscripción por primera vez;0;MASCULINO
186796;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;51;FEMENINO
186797;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;0;MASCULINO
186800;25/11/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Santo Domingo de Acobamba;Inscripción por primera vez;1;FEMENINO
186807;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;18;MASCULINO
186808;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Inscripción por primera vez;60;FEMENINO
186810;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
186811;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;19;MASCULINO
186813;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;FEMENINO
186814;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;27;FEMENINO
186815;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;FEMENINO
186816;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;9;MASCULINO
186817;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;44;FEMENINO
186819;25/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;32;MASCULINO
186821;26/11/2021;DRIAS;Drias - Lima;Lima;Yauyos;Lincha;Inscripción por primera vez;10;FEMENINO
186827;26/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pampa Hermosa;Renovación y Rectificación;64;MASCULINO
186829;26/11/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Río Tambo;Inscripción por primera vez;47;MASCULINO
186832;26/11/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Santo Domingo de Acobamba;Inscripción por primera vez;0;MASCULINO
186833;26/11/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Santo Domingo de Acobamba;Inscripción por primera vez;77;MASCULINO
186836;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;FEMENINO
186837;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;18;MASCULINO
186838;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;53;MASCULINO
186839;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;34;MASCULINO
186841;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;53;MASCULINO
186842;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;34;FEMENINO
186843;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;17;FEMENINO
186844;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;27;FEMENINO
186845;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;53;FEMENINO
186846;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;57;FEMENINO
186847;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;1;MASCULINO
186851;26/11/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;30;FEMENINO
186892;1/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Belén;Inscripción por primera vez;22;FEMENINO
186903;3/12/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Huancayo;Inscripción por primera vez;34;MASCULINO
186904;3/12/2021;DRIAS;Drias - Lima;Lima;Lima;San Juan de Lurigancho;Inscripción por primera vez;0;MASCULINO
186910;3/12/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Vizcatan del ene;Renovación y Rectificación;0;FEMENINO
186911;3/12/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Inscripción por primera vez;0;MASCULINO
186912;3/12/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Inscripción por primera vez;4;FEMENINO
186920;6/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Inscripción por primera vez;28;FEMENINO
186923;7/12/2021;DRIAS;Drias - Lima;Lima;Huaral;Ihuari;Inscripción por primera vez;52;FEMENINO
186929;7/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Inscripción por primera vez;0;MASCULINO
186930;7/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Maquia;Inscripción por primera vez;6;MASCULINO
186933;8/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;MASCULINO
186936;8/12/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Inscripción por primera vez;69;FEMENINO
186938;8/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;MASCULINO
186939;8/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;MASCULINO
186955;9/12/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Inscripción por primera vez;48;FEMENINO
186974;10/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;0;MASCULINO
186975;10/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;26;FEMENINO
186977;10/12/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Ramón Castilla;Renovación y Rectificación;0;FEMENINO
186978;10/12/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;San Pablo;Renovación y Rectificación;0;MASCULINO
186983;10/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;0;MASCULINO
186985;10/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;0;FEMENINO
186988;10/12/2021;DRIAS;Drias - Lima;Lima;Lima;Lurín;Inscripción por primera vez;0;MASCULINO
186989;10/12/2021;DRIAS;Drias - Lima;Lima;Lima;Lurín;Inscripción por primera vez;0;MASCULINO
186991;11/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;0;FEMENINO
186996;11/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Emilio San Martín;Inscripción por primera vez;30;MASCULINO
187000;12/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Capelo;Renovación y Rectificación;0;FEMENINO
187001;12/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Saquena;Inscripción por primera vez;0;FEMENINO
187002;12/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Jenaro Herrera;Inscripción por primera vez;0;FEMENINO
187003;12/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Capelo;Inscripción por primera vez;30;FEMENINO
187009;12/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;4;MASCULINO
187010;13/12/2021;DRIAS;Drias - Lima;Lima;Huaura;Ámbar;Inscripción por primera vez;72;MASCULINO
187011;13/12/2021;DRIAS;Drias - Lima;Lima;Lima;Santa Anita;Renovación y Rectificación;64;MASCULINO
187012;13/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Fernando Lores;Inscripción por primera vez;29;FEMENINO
187013;14/12/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Inscripción por primera vez;25;FEMENINO
187014;14/12/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Pariahuanca;Inscripción por primera vez;83;FEMENINO
187015;14/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;28;FEMENINO
187016;14/12/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Las Amazonas;Inscripción por primera vez;27;MASCULINO
187020;14/12/2021;DRIAS;Drias - Lima;Lima;Huaura;Ámbar;Inscripción por primera vez;0;FEMENINO
187021;14/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;MASCULINO
187025;14/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;0;MASCULINO
187026;15/12/2021;DRIAS;Drias - Lima;Lima;Yauyos;Quinches;Inscripción por primera vez;30;FEMENINO
187030;15/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Jenaro Herrera;Inscripción por primera vez;1;FEMENINO
187032;15/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;1;MASCULINO
187033;15/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Renovación y Rectificación;3;FEMENINO
187034;16/12/2021;DRIAS;Drias - Lima;Lima;Huaura;Ámbar;Inscripción por primera vez;44;FEMENINO
187035;17/12/2021;DRIAS;Drias - Lima;Lima;Huaral;Aucallama;Inscripción por primera vez;0;MASCULINO
187039;17/12/2021;DRIAS;Drias - Iquitos;Loreto;Requena;Jenaro Herrera;Inscripción por primera vez;0;FEMENINO
187047;17/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;26;FEMENINO
187049;18/12/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Renovación y Rectificación;15;MASCULINO
187052;21/12/2021;DRIAS;Drias - Huancayo;Junín;Huancayo;Chilca;Inscripción por primera vez;40;FEMENINO
187057;23/12/2021;DRIAS;Drias - Huancayo;Junín;Tarma;Tarma;Inscripción por primera vez;39;FEMENINO
187067;29/12/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Renovación y Rectificación;26;MASCULINO
187068;29/12/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pangoa;Renovación y Rectificación;0;MASCULINO
187075;31/12/2021;DRIAS;Drias - Lima;Lima;Lima;Ate;Renovación y Rectificación;23;FEMENINO
187079;15/01/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Renovación y Rectificación;36;FEMENINO
187081;1/02/2021;DRIAS;Drias - Lima;Lima;Lima;El Agustino;Renovación y Rectificación;17;FEMENINO
187082;21/03/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Renovación y Rectificación;10;FEMENINO
187133;16/06/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Mazan;Renovación y Rectificación;0;MASCULINO
187208;23/06/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Nauta;Renovación y Rectificación;34;MASCULINO
187242;24/06/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Pebas;Renovación y Rectificación;41;MASCULINO
187299;4/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Trompeteros;Inscripción por primera vez;2;MASCULINO
187302;7/07/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Inscripción por primera vez;33;MASCULINO
187304;8/07/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;FEMENINO
187305;8/07/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;MASCULINO
187306;8/07/2021;DRIAS;Drias - Huancayo;Junín;Satipo;Pampa Hermosa;Renovación y Rectificación;0;FEMENINO
187308;9/07/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;MASCULINO
187310;13/07/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Renovación y Rectificación;7;MASCULINO
187311;13/07/2021;DRIAS;Drias - Iquitos;Loreto;Mariscal Ramón Castilla;Yavarí;Renovación y Rectificación;10;MASCULINO
187312;13/07/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Renovación y Rectificación;18;FEMENINO
187313;14/07/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Renovación y Rectificación;3;MASCULINO
187314;14/07/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Renovación y Rectificación;10;FEMENINO
187315;14/07/2021;DRIAS;Drias - Iquitos;Loreto;Putumayo;Teniente Manuel Clavero;Renovación y Rectificación;9;MASCULINO
187316;14/07/2021;DRIAS;Drias - Iquitos;Loreto;Maynas;Napo;Inscripción por primera vez;0;FEMENINO
187322;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187323;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187324;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;FEMENINO
187325;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187326;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187327;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;FEMENINO
187328;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187329;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;FEMENINO
187330;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;FEMENINO
187331;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187332;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;FEMENINO
187333;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187334;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
187335;16/07/2021;DRIAS;Drias - Iquitos;Loreto;Loreto;Urarinas;Inscripción por primera vez;0;MASCULINO
